id,PipelineChainage,ROUMarker,ODMeter,Latitude,Longitude,ControllerName,ChannelID,TerrainClassification,LandmarkDescription,AddionalDecription,VulnerablePoint,regioninfoId
516,232500,OFC Marker,30750,28.79373693,76.81160614,16,2,Cart Track (Kachha Road),Last Pilferage Point,,t,1
517,232500,OFC Marker,40140,28.79374,76.81161,9,1,Cart Track (Kachha Road),Agricultural Land,,t,1
518,232500,TLP Board,39629,28.79047,76.81434,9,1,Cart Track (Kachha Road),Agricultural Land,,t,1
519,232620,OFC Marker,39924,28.79204,76.8126,9,1,Cart Track (Kachha Road),Agricultural Land,,t,1
520,232680,OFC Marker,39762,28.79118,76.81363,9,1,Cart Track (Kachha Road),Agricultural Land,Last Pilferage Attempt Point,t,1
521,233000,KM Post,39065,28.78665,76.81845,9,1,Agricultural Land,Near Canal,,f,1
522,233100,TLP Board,38900,28.78571,76.81913,9,1,Agricultural Land,Agricultural Land,,t,1
523,233300,OFC Marker,38621,28.7837,76.82103,9,1,Minor Road Crossing,Naya Bass to Lohari,,t,1
524,233500,OFC Marker,38390,28.78245,76.82245,9,1,Agricultural Land,Agricultural Land,,f,1
525,234000,KM Post,38114,28.78147,76.825,9,1,Cart Track (Kachha Road),,Last Pilferage Attempt Point,t,1
526,234400,OFC Marker,37725,28.77895,76.82745,9,1,Minor Road Crossing,Lohari to Dekhora Road,,t,1
527,234442,OFC Marker,37671,28.7788,76.82758,9,1,Minor Road Crossing,Lohari to Dekhora Road,,t,1
528,234442,TLP Board,37690,28.77891,76.82749,9,1,Minor Road Crossing,Lohari to Dekhora Road,,t,1
529,235000,KM Post,37003,28.77376,76.83123,9,1,Agricultural Land,Agricultural Land,,f,1
530,235600,TLP Board,36231,28.76825,76.83504,9,1,Cart Track (Kachha Road),Near Canal,,t,1
531,235851,OFC Marker,36170,28.76777,76.8354,9,1,Minor Road Crossing,On Canal SV06 Side,,t,1
532,235865,OFC Marker,36096,28.76748,76.83557,9,1,Cart Track (Kachha Road),On Canal BRDS Side,,f,1
533,236000,KM Post,36005,28.7666,76.83614,9,1,Agricultural Land,Agricultural Land,,f,1
534,236100,OFC Marker,36911,28.77316,76.83159,9,1,Minor Road Crossing,Dekhora to Jasaur Kheri Road,,t,1
535,236650,OFC Marker,35473,28.76271,76.83888,9,1,Minor Road Crossing,Agricultural Land,,t,1
536,237000,KM Post,35035,28.75954,76.84106,9,1,Agricultural Land,Agricultural Land,,f,1
537,237200,OFC Marker,34950,28.75885,76.84167,9,1,Agricultural Land,Agricultural Land,,f,1
538,237623,OFC Marker,34366,28.7553,76.84477,9,1,Minor Road Crossing,Near Drain,,t,1
539,238000,KM Post,33857,28.75086,76.84605,9,1,Agricultural Land,Agricultural Land,,f,1
540,239000,KM Post,32846,28.74315,76.84992,9,1,Minor Road Crossing,Near Asoda Village,,t,1
541,239142,OFC Marker,32674,28.74202,76.84962,9,1,Railway Crossing,Near KMP,,f,1
542,239550,OFC Marker,33062,28.74089,76.84932,9,1,Agricultural Land,Near Small Canal,,f,1
543,240000,TLP Board,31479,28.73863,76.84872,9,1,Minor Road Crossing,In Front of Plant,,t,1
544,240000,Warning Board,31400,28.7375,76.84842,9,1,Major Road Crossing,Rohtak Gohana Road SV06 Side,,t,1
545,243000,KM Post,31921,28.73976,76.84902,9,1,Major Road Crossing,KMP Crossing,,t,1
546,0,Ramamandi Boundary wall ,2070,29.916809,74.962926,12,2,Agricultural Land,Farm land,Nil,f,2
547,0,TLP no 1 ,2073.6,29.917,74.96307,12,2,Agricultural Land,Farm land,Nil,f,2
548,1000,KMP 1 ,2874.6,29.93427,74.95932,12,2,Agricultural Land,Farm land,Nil,f,2
549,2000,KMP 2 ,3904.6,29.93768,74.951,12,2,Agricultural Land,Farm land,Nil,f,2
550,2523,TLP no 2  ,4427.6,29.93794,74.94799,12,2,Agricultural Land,Farm land,Nil,f,2
551,3000,KMP 3 ,4813.6,29.93835,74.94238,12,2,Agricultural Land,Farm land,Nil,f,2
552,3115,TLP no 3  CH 3.115,4943.6,29.93967,74.94187,12,2,Road side,Road crossing,Nil,f,2
553,3556,Warning Board 3.556 ,5463.6,29.94498,74.94068,12,2,Agricultural Land,Farm land,Nil,f,2
554,4000,KMP 4  Warning Board ,5886.6,29.94777,74.94104,12,2,Road side,Road crossing,Nil,t,2
555,4007,TLP no 4 ,5893.6,29.94837,74.94127,12,2,Road side,Road crossing,Nil,f,2
556,5000,KMP 5  Warning Board  ,6871.6,29.95376,74.9435,12,2,Road side,Road crossing,Nil,f,2
557,5008,KMP 5,6879.6,29.95593,74.94413,12,2,Agricultural Land,Farm land,Nil,t,2
558,5484,TLP 5 WB&BP,7355.6,29.95602,74.94416,12,2,Agricultural Land,Farm land,Nil,f,2
559,5726,TLP no 6 Ch 5.726 ,7563.6,29.96029,74.94465,12,2,Agricultural Land,Farm land,Nil,f,2
560,6000,KMP 6 ,7996.6,29.96475,74.94557,12,2,Road side,Road crossing,Nil,f,2
561,6343,TLP no 7  CH 6.343,8339.6,29.96661,74.94602,12,2,Agricultural Land,Farm land,Nil,t,2
562,6532,WB,9131.6,29.9728,74.94773,12,2,Agricultural Land,Farm land,Nil,f,2
563,6811,WB,9826.6,29.98081,74.94908,12,2,Agricultural Land,Farm land,Nil,f,2
564,6831,TLP no 8  Warning Board 7.831 ,9844.6,29.98105,74.94909,12,2,Canal,Canal Crossing,Nil,f,2
565,7000,KMP 7 WB,10139.6,29.98295,74.9493,12,2,Agricultural Land,Farm land,Nil,f,2
566,7069,WB,10208.6,29.98372,74.94936,12,2,Agricultural Land,Farm land,Nil,f,2
567,7625,TLP no 9 CH 7.625  Warning Board ,10790.6,29.9887,74.9498,12,2,Agricultural Land,Farm land,Nil,t,2
568,7645,WB,10810.6,29.98942,74.94995,12,2,Road side,Road crossing,Nil,f,2
569,8000,KMP 8 ,11065.6,29.99103,74.95029,12,2,Agricultural Land,Farm land,Nil,f,2
570,8871,WB&BP,11936.6,29.99849,74.94992,12,2,Agricultural Land,Farm land,Nil,f,2
571,9000,KMP 9 ,12183.6,29.99852,74.94982,12,2,Agricultural Land,Farm land,Nil,f,2
572,9710,WB&TP,12893.6,30.00414,74.9492,12,2,Agricultural Land,Farm land,Nil,f,2
573,10000,KMP 10 ,13260.6,30.00766,74.94955,12,2,Agricultural Land,Farm land,Nil,f,2
574,10006,TLP no 10  Warning Board 10 ,13266.6,30.00969,74.95023,12,2,Agricultural Land,Farm land,Nil,t,2
575,10431,WB&BP,13691.6,30.00995,74.95039,12,2,Agricultural Land,Farm land,Nil,f,2
576,10995,TLP11,14231.6,30.01561,74.9525,12,2,Agricultural Land,Farm land,Nil,f,2
577,11000,KMP 11 ,14236.6,30.01746,74.95385,12,2,Agricultural Land,Farm land,Nil,f,2
578,11029,WB,14267.6,30.01744,74.95391,12,2,Road side,Road crossing,Nil,t,2
579,11047,TLP no 12 ,14283.6,30.01738,74.95423,12,2,Agricultural Land,Farm land,Nil,f,2
580,11353,WB&TP,14589.6,30.01814,74.95575,12,2,Agricultural Land,Farm land,Nil,f,2
581,11400,TP 11.4,14813.6,30.01859,74.95657,12,2,Agricultural Land,Farm land,Nil,f,2
582,11500,TP 11.5 ,14959.6,30.01859,74.9566,12,2,Agricultural Land,Farm land,Nil,f,2
583,11963,TLP 13,15199.6,30.02009,74.95977,12,2,Agricultural Land,Farm land,Nil,f,2
584,12000,KMP 12 ,15205.6,30.02187,74.96074,12,2,Agricultural Land,Farm land,Nil,f,2
585,12287,TLP 14,15492.6,30.02189,74.96074,12,2,Agricultural Land,Farm land,Nil,t,2
586,13000,TLP no 15  KMP 13  ,16521.6,30.02424,74.96209,12,2,Agricultural Land,Farm land,Nil,f,2
587,13700,WB 13.7,17719.6,30.03232,74.96412,12,2,Agricultural Land,Farm land,Nil,f,2
588,13800,WB 13.8,18119.6,30.04119,74.96092,12,2,Agricultural Land,Farm land,Nil,t,2
589,14089,KMP 14  TLP no 16 CH 14.089   ,18123.6,30.0444,74.95998,12,2,Agricultural Land,Farm land,Nil,f,2
590,14376,WB 14.3,18410.6,30.04446,74.96003,12,2,Agricultural Land,Farm land,Nil,f,2
591,14800,TP 14.8,18815.6,30.04846,74.96027,12,2,Agricultural Land,Farm land,Nil,f,2
592,15000,KMP 15  TLP no  17 Ch 15.089   ,18823.6,30.05038,74.95999,12,2,Agricultural Land,Farm land,Nil,f,2
593,15070,TP 15.1,19008.6,30.05047,74.96,12,2,Agricultural Land,Farm land,Nil,f,2
594,16000,KMP 16  ,19574.6,30.05206,74.96058,12,2,Agricultural Land,Farm land,Nil,f,2
595,16171,WB 16.2,19745.6,30.05789,74.96286,12,2,Agricultural Land,Farm land,Nil,f,2
596,16189,TLP no 18 CH 16.189   ,19734.6,30.05665,74.96239,12,2,Drainage ,NALA CROSSING,Nil,f,2
597,16194,Warning Board 16.194,19765.6,30.05802,74.96295,12,2,Agricultural Land,Farm land,Nil,f,2
598,17000,KMP 17   TLP  19 ,20944.6,30.06165,74.96476,12,2,Agricultural Land,Farm land,Nil,f,2
599,17100,TP 17.1,21083.6,30.06733,74.9674,12,2,Agricultural Land,Farm land,Nil,f,2
600,17465,TLP no 20 CH 17.465,21489.6,30.07016,74.96855,12,2,Agricultural Land,Farm land,Nil,f,2
601,17552,WB,21496.6,30.0718,74.96905,12,2,Agricultural Land,Farm land,Nil,f,2
602,18000,KMP 18 ,21756.6,30.07318,74.96959,12,2,Agricultural Land,Farm land,Nil,f,2
603,18300,TP 18.3,22065.6,30.07416,74.96992,12,2,Agricultural Land,Farm land,Nil,f,2
604,18500,WB 18.5,22210.6,30.07678,74.97095,12,2,Agricultural Land,Farm land,Nil,f,2
605,18565,TLP no 21   Warning Board 18.565 ,22219.6,30.07798,74.97135,12,2,Agricultural Land,Farm land,Nil,f,2
606,19000,KMP 19 ,22854.6,30.08214,74.9719,12,2,Agricultural Land,Farm land,Nil,f,2
607,19005,WB 19,22858.6,30.0834,74.97228,12,2,Agricultural Land,Farm land,Nil,f,2
608,20000,KMP 20  Warning Board 20.565  TLP no 22 ,24054.6,30.08342,74.97229,12,2,Road side,Road crossing,Nil,f,2
609,20005,TLP 22,24058.6,30.09396,74.97332,12,2,Agricultural Land,Farm land,Nil,t,2
610,20465,TLP 23 CH 20.465  ,24668.6,30.09916,74.973,12,2,Agricultural Land,Farm land,Nil,f,2
611,21000,KMP 21 ,24917.6,30.10037,74.9732,12,2,Agricultural Land,Farm land,Nil,f,2
612,21300,"TP 21.3, WB 21.3",25264.6,30.10147,74.97307,12,2,Agricultural Land,Farm land,Nil,f,2
613,21400,TP 21.4,25270.6,30.10447,74.97316,12,2,Agricultural Land,Farm land,Nil,f,2
614,21937,TLP no 24 CH 22.465  Warning Board 22.465 ,25935.6,30.11026,74.97417,12,2,Road side,Road crossing,Nil,t,2
615,22000,KMP 22 ,26072.6,30.11031,74.97417,12,2,Agricultural Land,Farm land,Nil,f,2
616,22100,TP 22.1,26213.6,30.11149,74.97446,12,2,Agricultural Land,Farm land,Nil,f,2
617,22400,TP 22.4,26463.6,30.11273,74.97483,12,2,Agricultural Land,Farm land,Nil,f,2
618,22738,TLP no 25 ,26810.6,30.11691,74.97637,12,2,Agricultural Land,Farm land,Nil,f,2
619,23000,"KMP 23, WB",27130.6,30.1204,74.97744,12,2,Agricultural Land,Farm land,Nil,f,2
620,23100,TP 23.1,27217.6,30.12045,74.97745,12,2,Agricultural Land,Farm land,Nil,f,2
621,23565,TLP  26 Ch 23.565 ,27371.6,30.12258,74.97784,12,2,Agricultural Land,Farm land,Nil,f,2
622,24000,KMP 24  ,28129.6,30.12263,74.97785,12,2,Agricultural Land,Farm land,Nil,f,2
623,24368,TLP no 27 Ch 24.368  ,28392.6,30.12953,74.97876,12,2,Road side,ROAD crossing,Nil,f,2
624,25000,KMP 25 ,29054.6,30.13513,74.9798,12,2,Road side,Road crossing,Nil,f,2
625,25110,WB 25.1,29204.6,30.13869,74.98088,12,2,Agricultural Land,Farm land,Nil,f,2
626,25800,TLP no 28 Ch 25.8 ,29874.6,30.13869,74.98088,12,2,Agricultural Land,Farm land,Nil,f,2
627,26000,KMP 26 ,30185.6,30.14394,74.98224,12,2,Agricultural Land,Farm land,Nil,f,2
628,26600,TP 26.6,30671.6,30.15013,74.98199,12,2,Agricultural Land,Farm land,Nil,f,2
629,26900,TLP no 29 Ch 26.9 ,30879.6,30.15099,74.98193,12,2,Canal,Canal Crossing,Nil,f,2
630,27000,KMP 27 ,31006.6,30.15327,74.98168,12,2,Agricultural Land,Farm land,Nil,f,2
631,27079,TLP no 31 Ch 27.079 ,31092.6,30.15403,74.98205,12,2,Road side,Road crossing,Nil,t,2
632,28800,TLP no 33 Ch 28.800 ,31598.6,30.15747,74.98405,12,2,Agricultural Land,Farm land,Nil,f,2
633,1000,Warning Board,2097,28.73261,76.85494,9,1,Barren Land,Barren Land,,f,3
634,1310,TLP Board,2382,28.73233,76.86529,9,1,Railway Crossing,Railway Crossing,,f,3
635,2950,KM Post,4222,28.73229,76.86736,9,1,Agricultural Land,Agricultural Land,,f,3
636,3260,TLP Board,4530,28.73246,76.86754,9,1,Agricultural Land,Agricultural Land,,f,3
637,3880,KM Post,5211,28.73271,76.86762,9,1,Minor Road Crossing,Minor Road Crossing,,t,3
638,5070,KM Post,6346,28.73308,76.86807,9,1,Agricultural Land,Agricultural Land,,f,3
639,5940,KM Post,7334,28.73344,76.86917,9,1,Agricultural Land,Agricultural Land,,f,3
640,6870,KM Post,8394,28.73308,76.87217,9,1,Agricultural Land,Agricultural Land,,f,3
641,6880,Warning Board,8408,28.73306,76.87225,9,1,Agricultural Land,Agricultural Land,,f,3
642,7590,TLP Board,9179,28.7325,76.87382,9,1,Cart Track (Kachha Road),Cart Track (Kachha Road),,f,3
643,7790,KM Post,9320,28.73241,76.87599,9,1,Agricultural Land,Agricultural Land,,f,3
644,8410,TLP Board,10003,28.73199,76.8769,9,1,Agricultural Land,Agricultural Land,,f,3
645,8820,KM Post,10500,28.73191,76.87696,9,1,Cart Track (Kachha Road),Cart Track (Kachha Road),,t,3
646,9140,TLP Board,10819,28.73117,76.87829,9,1,Agricultural Land,Agricultural Land,,f,3
647,10060,KM Post,11729,28.73112,76.87853,9,1,Agricultural Land,Agricultural Land,,f,3
648,10150,TLP Board,11819,28.72988,76.8827,9,1,Minor Road Crossing,Minor Road Crossing,,t,3
649,10780,KM Post,12502,28.729,76.88562,9,1,Agricultural Land,Agricultural Land,,f,3
650,10990,TLP Board,12782,28.72696,76.89229,9,1,Agricultural Land,Agricultural Land,,f,3
651,11400,TLP Board,13202,28.72683,76.89314,9,1,Minor Road Crossing,Minor Road Crossing,,t,3
652,11810,KMP 11 ,13662,28.72681,76.89321,9,1,Cart Track (Kachha Road),Cart Track (Kachha Road),,f,3
653,12330,TLP Board,14166,28.72635,76.89509,9,1,Major Road Crossing,Major Road Crossing,,t,3
654,12340,TLP Board,14180,28.72658,76.89537,9,1,Major Road Crossing,Major Road Crossing,,t,3
655,12740,KMP 12 ,14685,28.72683,76.89555,9,1,Minor Road Crossing,Minor Road Crossing,,t,3
656,13060,TLP Board,14950,28.72679,76.8957,9,1,Railway Crossing,Railway Crossing,,f,3
657,1010000,Warning Board,44491,28.37272,76.72288,9,2,Warning Board Terrain,Sv33 Boundary Wall,,f,3
658,1011050,OFC Marker,44361,28.37519,76.7233,9,2,Agricultural Land,Agricultural Land,,f,3
659,1011250,OFC Marker,44016,28.37766,76.72372,9,2,Cart Track (Kachha Road),Cart Track from Luhari,,t,3
660,1011600,OFC Marker,43654,28.38061,76.72438,9,2,Agricultural Land,Agricultural Land,,f,3
661,1011720,TLP Board,43584,28.38136,76.72483,9,2,Agricultural Land,Agricultural Land,,f,3
662,1012000,KM Post,42705,28.38882,76.72692,9,2,Agricultural Land,Agricultural Land,,f,3
663,1012700,TLP Board,42563,28.39009,76.7273,9,2,Agricultural Land,Agricultural Land,,f,3
664,1013100,OFC Marker,42212,28.39294,76.72862,9,2,Agricultural Land,Agricultural Land,,f,3
665,1013754,OFC Marker,41601,28.39807,76.72931,9,2,Cart Track (Kachha Road),Brick Road from Karola Faridpur Road,,t,3
666,1013810,OFC Marker,41408,28.39971,76.72997,9,2,Minor Road Crossing,Karola to Faridpur Road,,t,3
667,1013947,OFC Marker,41321,28.40046,76.7301,9,2,Minor Road Crossing,Karola to Faridpur Road,,t,3
668,1014125,OFC Marker,40594,28.40659,76.7317,9,2,Cart Track (Kachha Road),Agricultural Land,,f,3
669,1014240,OFC Marker,40538,28.40668,76.73175,9,2,Cart Track (Kachha Road),Agricultural Land,,f,3
670,1014322,OFC Marker,40290,28.40903,76.73229,9,2,Minor Road Crossing,,,t,3
671,1014997,OFC Marker,40146,28.41007,76.73277,9,2,Cart Track (Kachha Road),Agricultural Land,,f,3
672,1015000,KM Post,39731,28.41346,76.73331,9,2,Agricultural Land,Agricultural Land,,f,3
673,1015100,OFC Marker,40042,28.41116,76.7328,9,2,Cart Track (Kachha Road),,,f,3
674,1016000,KM Post,38695,28.42247,76.7362,9,2,Agricultural Land,Agricultural Land,,f,3
675,1016039,OFC Marker,39183,28.41813,76.73471,9,2,Agricultural Land,Agricultural Land,,f,3
676,1016254,OFC Marker,38933,28.42025,76.73558,9,2,Agricultural Land,Agricultural Land,,f,3
677,1016830,TLP Board,38390,28.42518,76.73698,9,2,Minor Road Crossing,Gugana Kheri Sultan Raod,,t,3
678,1016850,OFC Marker,38376,28.42528,76.73704,9,2,Minor Road Crossing,Gugana Kheri Sultan Raod,Last Pilferage Point,t,3
679,1016856,TLP Board,37936,28.42904,76.73822,9,2,Minor Road Crossing,Gugana Road,,t,3
680,1017200,OFC Marker,37906,28.42938,76.73836,9,2,Minor Road Crossing,Gugana Road,,t,3
681,1017500,OFC Marker,37604,28.43195,76.73926,9,2,Agricultural Land,Agricultural Land,,f,3
682,1017876,OFC Marker,37339,28.4341,76.74002,9,2,Agricultural Land,Agricultural Land,,f,3
683,1018140,OFC Marker,37081,28.43641,76.74076,9,2,Cart Track (Kachha Road),Agricultural Land,,f,3
684,1018597,TLP Board,36641,28.44032,76.74179,9,2,Minor Road Crossing,,,t,3
685,1018602,OFC Marker,36614,28.44039,76.74178,9,2,Minor Road Crossing,,,t,3
686,1018707,OFC Marker,36512,28.44128,76.74199,9,2,Agricultural Land,Agricultural Land,,f,3
687,1019146,OFC Marker,36047,28.44539,76.74301,9,2,Cart Track (Kachha Road),Cart Track near a house,,t,3
688,1019682,OFC Marker,35444,28.45022,76.74494,9,2,Agricultural Land,Agricultural Land,,f,3
689,1019742,OFC Marker,35364,28.45049,76.74508,9,2,Agricultural Land,Agricultural Land,,f,3
690,1020300,OFC Marker,34752,28.45572,76.74752,9,2,Minor Road Crossing,,,t,3
691,1020700,OFC Marker,34383,28.45903,76.74865,9,2,Cart Track (Kachha Road),Agricultural Land,,f,3
692,1021190,OFC Marker,33957,28.46252,76.75003,9,2,Cart Track (Kachha Road),Agricultural Land,,t,3
693,1021576,OFC Marker,33569,28.46588,76.75088,9,2,Cart Track (Kachha Road),Agricultural Land,,t,3
694,1022400,OFC Marker,32601,28.47402,76.75306,9,2,Minor Road Crossing,,,t,3
695,1022549,OFC Marker,32565,28.47436,76.7532,9,2,Minor Road Crossing,,,t,3
696,1023100,OFC Marker,31860,28.48053,76.75471,9,2,Agricultural Land,Agricultural Land,,f,3
697,1023300,OFC Marker,31792,28.481609,76.755089,9,2,Agricultural Land,Agricultural Land,,f,3
698,1023660,OFC Marker,31424,28.48426,76.75579,9,2,Minor Road Crossing,Kutani to Yakubpur Road,,t,3
699,1023667,OFC Marker,31417,28.4843,76.75584,9,2,Minor Road Crossing,Kutani to Yakubpur Road,,t,3
700,1024500,OFC Marker,30862,28.4925,76.75801,9,2,Agricultural Land,Agricultural Land,,f,3
701,1025200,OFC Marker,29786,28.49845,76.75951,9,2,Agricultural Land,Agricultural Land,,f,3
702,1025641,OFC Marker,29446,28.50139,76.76049,9,2,Minor Road Crossing,Jhajjar Gurugram Road,,t,3
703,1026300,OFC Marker,28653,28.50793,76.76269,9,2,Industrial Land,Reliance Land,,f,3
704,1026480,OFC Marker,28392,28.50956,76.76331,9,2,Barren Land,Near Drain,,f,3
705,1026600,OFC Marker,28306,28.51078,76.76367,9,2,Minor Road Crossing,Near Drain,,t,3
706,1027650,OFC Marker,27251,28.51974,76.76665,9,2,Cart Track (Kachha Road),,,t,3
707,1028200,OFC Marker,26709,28.52451,76.76797,9,2,Cart Track (Kachha Road),,,t,3
708,1028400,OFC Marker,26471,28.52617,76.76835,9,2,Cart Track (Kachha Road),,Last Pilferage Point,t,3
709,1029000,KM Post,25712,28.53276,76.77019,9,2,Cart Track (Kachha Road),,,t,3
710,1029500,OFC Marker,25357,28.53596,76.77092,9,2,Agricultural Land,Agricultural Land,,f,3
711,1029700,OFC Marker,25142,28.53779,76.77132,9,2,Minor Road Crossing,Near Bamnola Village,,t,3
712,1029958,OFC Marker,24981,28.53919,76.77162,9,2,Cart Track (Kachha Road),Near Bamnola Village,,t,3
713,1030142,OFC Marker,24793,28.54086,76.77195,9,2,Cart Track (Kachha Road),Near Bamnola Village,,t,3
714,1030300,OFC Marker,24515,28.5433,76.77238,9,2,Cart Track (Kachha Road),Brick Kiln Area,,t,3
715,1031624,OFC Marker,23229,28.55391,76.77526,9,2,Cart Track (Kachha Road),,,t,3
716,1031901,OFC Marker,22946,28.55641,76.77567,9,2,Cart Track (Kachha Road),,,t,3
717,1032560,OFC Marker,22301,28.56212,76.77702,9,2,Cart Track (Kachha Road),,,t,3
718,1033030,OFC Marker,21839,28.566,76.77846,9,2,Minor Road Crossing,,,t,3
719,1033650,OFC Marker,21099,28.5723,76.77974,9,2,Cart Track (Kachha Road),,,t,3
720,1033800,OFC Marker,20940,28.57386,76.77994,9,2,Cart Track (Kachha Road),,,t,3
721,1033900,OFC Marker,20866,28.57456,76.77995,9,2,Agricultural Land,,,f,3
722,1034000,KM Post,20034,28.58002,76.78169,9,2,Cart Track (Kachha Road),Near Brick Kiln Area,,f,3
723,1034451,OFC Marker,20130,28.57938,76.78113,9,2,Cart Track (Kachha Road),Near SV34,,t,3
724,1034900,OFC Marker,19685,28.58241,76.78396,9,2,Cart Track (Kachha Road),Near Brick Kiln Area,,t,3
725,1035500,OFC Marker,19108,28.58647,76.78756,9,2,Cart Track (Kachha Road),,,t,3
726,1036000,KM Post,18057,28.59392,76.79396,9,2,Agricultural Land,Agricultural Land,,f,3
727,1036300,OFC Marker,18594,28.59002,76.7909,9,2,Minor Road Crossing,,,t,3
728,1036500,OFC Marker,17575,28.59721,76.79666,9,2,Agricultural Land,Agricultural Land,,f,3
729,1036838,OFC Marker,17755,28.59603,76.79575,9,2,Cart Track (Kachha Road),,,t,3
730,1037000,KM Post,17124,28.6007,76.7995,9,2,Cart Track (Kachha Road),On Canal Edge ,,t,3
731,1037450,OFC Marker,16607,28.6038,76.80238,9,2,Agricultural Land,Agricultural Land,,f,3
732,1037530,OFC Marker,16544,28.60401,76.80262,9,2,Agricultural Land,Agricultural Land,,f,3
733,1038100,OFC Marker,16357,28.60526,76.80374,9,2,Agricultural Land,Agricultural Land,,f,3
734,1038300,Turning Point,16111,28.60704,76.80539,9,2,Agricultural Land,Agricultural Land,,f,3
735,1039000,OFC Marker,15353,28.61376,76.80569,9,2,Minor Road Crossing,,,t,3
736,1039359,KM Post,14950,28.6172,76.80681,9,2,Cart Track (Kachha Road),200 m away from Minor Road (Brick Kiln Area),,t,3
737,1039800,OFC Marker,14258,28.62302,76.80915,9,2,Cart Track (Kachha Road),Cart Track,,t,3
738,1040600,OFC Marker,13851,28.62641,76.81059,9,2,Agricultural Land,Agricultural Land,,f,3
739,1041000,KM Post,13463,28.62964,76.81213,9,2,Cart Track (Kachha Road),Near KMP,,t,3
740,1041300,OFC Marker,13065,28.63298,76.8135,9,2,Cart Track (Kachha Road),,,t,3
741,1041400,OFC Marker,12939,28.63404,76.81399,9,2,Agricultural Land,Agricultural Land,,f,3
742,1042000,KM Post,12554,28.63717,76.8156,9,2,Minor Road Crossing,Bupania to Dhulera Road,,t,3
743,1042600,OFC Marker,10940,28.64328,76.81832,9,2,Cart Track (Kachha Road),Bupania to KMP ,,t,3
744,1042800,OFC Marker,10672,28.646,76.81951,9,2,Cart Track (Kachha Road),On Drain,,t,3
745,1042900,OFC Marker,10642,28.64648,76.81973,9,2,Cart Track (Kachha Road),On Drain,,t,3
746,1044100,OFC Marker,9482,28.65629,76.82422,9,2,Minor Road Crossing,Daboda Khurd to Badli Road,,t,3
747,1044400,OFC Marker,9509,28.65797,76.82608,9,2,Agricultural Land,Agricultural Land,,f,3
748,1045000,KM Post,9023,28.6617,76.82994,9,2,Cart Track (Kachha Road),Near Daboda khurd Village,,t,3
749,1045100,OFC Marker,8624,28.66308,76.83095,9,2,Minor Road Crossing,Near Daboda khurd Village,,t,3
750,1045300,OFC Marker,8555,28.66371,76.83168,9,2,Cart Track (Kachha Road),On Canal Edge,,f,3
751,1045400,OFC Marker,8416,28.66485,76.83258,9,2,Major Road Crossing,Jhajjar Bahadurgarh Road,,t,3
752,1046000,KM Post,7615,28.66974,76.83237,9,2,Minor Road Crossing,Daboda Khurd to Mahandipur Road,,t,3
753,1047000,KM Post,7227,28.67844,76.83309,9,2,Minor Road Crossing,Mahandipur to Rohad Mandothi Road,,t,3
754,1047280,OFC Marker,6932,28.68115,76.83372,9,2,Cart Track (Kachha Road),Cart Track near Mahandipur Village,,t,3
755,1047500,OFC Marker,6686,28.6833,76.834,9,2,Agricultural Land,Agricultural Land,,f,3
756,1047900,OFC Marker,6284,28.68655,76.83571,9,2,Minor Road Crossing,Mahndipur to Bahadurgarh -Beri Road,,t,3
757,1048300,OFC Marker,5893,28.68981,76.83756,9,2,Agricultural Land,Agricultural Land,,f,3
758,1049000,KM Post,5171,28.69537,76.84087,9,2,Minor Road Crossing,Bahadurgarh -Beri Road,,t,3
759,1049500,OFC Marker,4653,28.69923,76.84312,9,2,Cart Track (Kachha Road),On Minor canal,,t,3
760,1049800,OFC Marker,4249,28.70198,76.84459,9,2,Agricultural Land,Agricultural Land,,f,3
761,1050400,OFC Marker,3608,28.70675,76.84723,9,2,Minor Road Crossing,,,t,3
762,1051500,OFC Marker,2450,28.71564,76.85199,9,2,Agricultural Land,Agricultural Land,,f,3
763,1052500,OFC Marker,1375,28.72427,76.85661,9,2,Agricultural Land,Agricultural Land,,f,3
764,1052600,OFC Marker,1274,28.72491,76.85698,9,2,Warning Board Terrain,Minor Drain,,t,3
765,1052700,OFC Marker,1225,28.72545,76.85725,9,2,Major Road Crossing,Rohtak Jind highway (SV33 Side),,f,3
766,1052795,OFC Marker,1187,28.72578,76.85751,9,2,Major Road Crossing,Rohtak Jind highway (Bahadurgarh Side),,t,3
767,1052800,OFC Marker,1095,28.72639,76.8577,9,2,Industrial Land,Near Rohtak Delhi Highway,,f,3
768,1052900,OFC Marker,1011,28.72701,76.8578,9,2,Industrial Land,Near Rohtak Delhi Highway,,f,3
769,1053000,OFC Marker,872,28.72763,76.8579,9,2,Industrial Land,Near BRDS Station Boundary Wall,,f,3
770,1053000,Warning Board,0,28.72825,76.858,9,2,Industrial Land,Rohtak Gohana Road,,t,3
771,889844,Warning Board,0,27.488141,76.098961,15,1,SV Station SV30,SV30,,f,4
772,889860,Warning Board,104,27.48822,76.09898,15,1,Barren Land,Barren Land,,t,4
773,890000,TLP Board,331,27.49024,76.099667,15,1,Major Road Crossing,Main road,,f,4
774,890313,TLP Board,782,27.49378,76.10071,15,1,Major Road Crossing,Main road,,f,4
775,890313,Warning Board,802,27.49438,76.100718,15,1,Major Road Crossing,Main road,,f,4
